Game,Date,VOD,Game Moddée,Nombre de joueurs,Nombre de loups,Rôle Traître,Rôle Amoureux,Rôles solo,Camp victorieux,Type de victoire,Nombre de journées,Survivants villageois,Survivants loups (traître inclus),Survivants amoureux,Survivants solo,Liste des gagnants,Récolte,Total récolte,Pourcentage de récolte,Liste des joueurs
288,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Villageois,Votes,3,4,0,FALSE,,"Ponce, Khalen, Monodie, Kao, Bytell, Fukano, Brybry",995,1600,"62,19%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
289,10/01/2025,lien,TRUE,9,1,TRUE,FALSE,Idiot du Village,Villageois,Votes,1,2,0,FALSE,Idiot du Village,"Monodie, Arkantors, Bytell, Kyria, Fukano, Brybry",235,1600,"14,69%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
290,10/01/2025,lien,TRUE,9,1,TRUE,FALSE,Idiot du Village,Villageois,Votes,2,4,1,FALSE,,"Ponce, Khalen, Monodie, Arkantors, Kyria, Fukano",690,1600,"43,13%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
291,10/01/2025,lien,TRUE,9,1,TRUE,FALSE,Idiot du Village,Loups,Domination,4,1,2,FALSE,Idiot du Village,"Fukano, Arkantors",1445,1600,"90,31%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
292,14/01/2025,lien,TRUE,14,2,FALSE,FALSE,Idiot du Village,Villageois,Récolte,4,6,1,FALSE,,"Ponce, Khalen, Monodie, Baout, Miraaaaaah, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Kyria",1620,1600,"101,25%","Ponce, Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Bytell, Kyria"
293,14/01/2025,lien,TRUE,15,1,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,8,0,FALSE,Idiot du Village,"Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, ClydeCreator, Ketchopi, Arkantors, BoccA",1205,2500,"48,20%","Ponce, Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Bytell, Kyria, BoccA"
294,14/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,1,6,2,TRUE,,BoccA,665,2500,"26,60%","Ponce, Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Bytell, Kyria, BoccA"
295,14/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,3,8,2,FALSE,Idiot du Village,"Ponce, Khalen, Baout, Lutti, Tsuna, Noamouille, Craco, Ketchopi, Bytell, Kyria",2505,2500,"100,20%","Ponce, Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Bytell, Kyria, BoccA"
296,14/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Amoureux,Domination,3,1,1,TRUE,,"Noamouille, Tsuna",1125,2600,"43,27%","Ponce, Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Bytell, Kyria, BoccA"
297,14/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,3,8,1,FALSE,,"Ponce, Khalen, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, ClydeCreator, Arkantors, BoccA",2615,2600,"100,58%","Ponce, Khalen, Monodie, Baout, Lutti, Miraaaaaah, Tsuna, Noamouille, Craco, ClydeCreator, Ketchopi, Arkantors, Bytell, Kyria, BoccA"
298,28/01/2025,lien,TRUE,12,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,3,2,1,FALSE,,Ponce,1465,2500,"58,60%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti"
299,28/01/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,0,1,FALSE,Idiot du Village,"Arkantors, Kao",1710,2500,"68,40%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah"
300,28/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,4,0,FALSE,,"Anaee, Koka, Kyria, Monodie, Arkantors, Khalen, Fukano, Bytell, ClydeCreator, Miraaaaaah",1530,2500,"61,20%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
301,28/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,2,2,FALSE,,"Kyria, Koka",1860,2500,"74,40%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
302,28/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Vengeance,2,3,0,FALSE,Idiot du Village,"Ponce, Koka, Kyria, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon",1455,2500,"58,20%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
303,28/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Tir du Chasseur,3,5,0,FALSE,Idiot du Village,"Ponce, Anaee, Koka, Monodie, Arkantors, Khalen, Fukano, Bytell, Tsuna, Lutti",1910,2500,"76,40%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
304,28/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,1,2,2,FALSE,,"Khalen, Monodie",1295,2500,"51,80%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
305,28/01/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,2,1,2,FALSE,,"Arkantors, Lutti",1200,2500,"48,00%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
306,28/01/2025,lien,TRUE,15,2,TRUE,FALSE,Idiot du Village,Loups,Domination,3,2,2,FALSE,,"Anaee, Tsuna, Lutti",1805,2500,"72,20%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah, Flonflon"
307,28/01/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Idiot du Village,Votes,1,9,3,FALSE,,Tsuna,550,2500,"22,00%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah"
308,28/01/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Loups,Domination,2,2,2,FALSE,,"Kyria, Lutti, Miraaaaaah",1330,2500,"53,20%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah"
309,28/01/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Villageois,Votes,2,4,0,FALSE,,"Ponce, Kyria, Monodie, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah",890,2500,"35,60%","Ponce, Anaee, Koka, Kyria, Monodie, Arkantors, Kao, Khalen, Fukano, Bytell, Tsuna, Lutti, ClydeCreator, Miraaaaaah"
310,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Villageois,Récolte,4,6,2,FALSE,Idiot du Village,"Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Baout, Khalen, Drakony",1810,1800,"100,56%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
311,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Loups,Domination,3,1,1,FALSE,,"Monodie, Drakony",1160,1800,"64,44%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
312,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Loups,Domination,2,0,2,FALSE,Idiot du Village,"Baout, Arkantors",665,1800,"36,94%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
313,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Loups,Domination,3,0,1,FALSE,,"Monodie, Drakony",1235,1800,"68,61%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
314,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Villageois,Votes,4,3,0,FALSE,Idiot du Village,"Ponce, Arkantors, Monodie, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator",1730,1800,"96,11%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
315,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Villageois,Votes,2,4,0,FALSE,,"Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony",830,1800,"46,11%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
316,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Villageois,Récolte,5,2,1,FALSE,Idiot du Village,"Ponce, Monodie, Lydiaam, Heimdalle, Bytell, Baout, ClydeCreator, Drakony",1800,1800,"100,00%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
317,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Loups,Domination,3,2,2,FALSE,,"Ponce, Lydiaam",890,1800,"49,44%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
318,07/02/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Villageois,Votes,3,2,0,FALSE,Idiot du Village,"Ponce, Arkantors, Monodie, Miraaaaaah, Bytell, Baout, ClydeCreator, Drakony",1240,1800,"68,89%","Ponce, Arkantors, Monodie, Lydiaam, Heimdalle, Miraaaaaah, Bytell, Baout, ClydeCreator, Khalen, Drakony"
319,18/02/2025,lien,TRUE,14,2,FALSE,FALSE,Idiot du Village,Loups,Domination,3,0,1,FALSE,,"Bytell, Kao",1445,2300,"62,83%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
320,18/02/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,0,2,FALSE,,"Khalen, Lutti",1570,2300,"68,26%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
321,18/02/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Amoureux,Domination,2,0,1,TRUE,Idiot du Village,"Arkantors, Drakony",890,2300,"38,70%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
322,18/02/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Villageois,Récolte,4,4,2,FALSE,,"Ponce, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Tone, Kao",2300,2300,"100,00%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
323,18/02/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Villageois,Récolte,4,4,2,FALSE,Idiot du Village,"Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Baout, Drakony, Anaee, Kao",2300,2300,"100,00%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
324,18/02/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Villageois,Tir du Chasseur,3,4,0,FALSE,Idiot du Village,"Monodie, Bytell, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee",1400,2300,"60,87%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
325,18/02/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Loups,Domination,2,3,3,FALSE,,"Kao, Arkantors, Baout",1320,2300,"57,39%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
326,18/02/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Villageois,Votes,2,4,0,FALSE,,"Khalen, Monodie, Lutti, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Kao",1235,2300,"53,70%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
327,18/02/2025,lien,TRUE,14,2,TRUE,FALSE,Idiot du Village,Villageois,Récolte,4,6,1,FALSE,,"Ponce, Khalen, Lutti, Tsuna, Arkantors, ClydeCreator, Baout, Drakony, Anaee, Kao",2315,2300,"100,65%","Ponce, Khalen, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
328,18/02/2025,lien,TRUE,13,2,TRUE,FALSE,Idiot du Village,Loups,Domination,3,0,2,FALSE,,"Ponce, Baout, Tone",1410,2200,"64,09%","Ponce, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Anaee, Kao"
329,18/02/2025,lien,TRUE,12,2,FALSE,FALSE,Idiot du Village,Loups,Domination,4,1,2,FALSE,,"Kao, Baout",2065,2200,"93,86%","Ponce, Monodie, Bytell, Lutti, Tsuna, Arkantors, Miraaaaaah, ClydeCreator, Baout, Drakony, Tone, Kao"
330,25/02/2025,lien,TRUE,15,3,FALSE,FALSE,Idiot du Village,Loups,Domination,2,2,3,FALSE,,"Tsuna, Flonflon, Baout",1190,2500,"47,60%","Ponce, Khalen, Heimdalle, Bytell, Koka, Tsuna, Flonflon, BoccA, ClydeCreator, Baout, Monodie, Miraaaaaah, Craco, Lutti, Mathy"
331,25/02/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,5,0,FALSE,Idiot du Village,"Khalen, Heimdalle, Bytell, Koka, Tsuna, Flonflon, ClydeCreator, Monodie, Craco, Lutti",1280,2500,"51,20%","Ponce, Khalen, Heimdalle, Bytell, Koka, Tsuna, Flonflon, BoccA, ClydeCreator, Baout, Monodie, Miraaaaaah, Craco, Lutti, Mathy"
332,25/02/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,2,4,2,FALSE,,Tsuna,1275,2500,"51,00%","Ponce, Khalen, Heimdalle, Bytell, Koka, Tsuna, Flonflon, BoccA, ClydeCreator, Baout, Monodie, Miraaaaaah, Craco, Lutti, Mathy"
333,25/02/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,1,1,FALSE,,"Khalen, Koka",2455,2500,"98,20%","Ponce, Khalen, Heimdalle, Bytell, Koka, Tsuna, Flonflon, BoccA, ClydeCreator, Baout, Monodie, Miraaaaaah, Craco, Lutti, Mathy"
334,25/02/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,2,1,FALSE,,"Ponce, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Tsuna, Mathy, BoccA",2400,2400,"100,00%","Ponce, Bytell, Khalen, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Miraaaaaah, Tsuna, Baout, Koka, Mathy, BoccA"
335,25/02/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,2,4,2,TRUE,,Baout,1080,2400,"45,00%","Ponce, Bytell, Khalen, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Miraaaaaah, Tsuna, Baout, Koka, Mathy, BoccA"
336,25/02/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Loups,Votes,3,2,2,FALSE,Idiot du Village,"Baout, Koka",1720,2400,"71,67%","Ponce, Bytell, Khalen, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Miraaaaaah, Tsuna, Baout, Koka, Mathy, BoccA"
337,25/02/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Amoureux,Votes,2,1,1,TRUE,,"Bytell, Mathy",1285,2400,"53,54%","Ponce, Bytell, Khalen, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Miraaaaaah, Baout, Mathy, BoccA, Tsuna"
338,25/02/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,1,2,FALSE,,"Khalen, Miraaaaaah",2150,2400,"89,58%","Ponce, Bytell, Khalen, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Miraaaaaah, Baout, Mathy, BoccA, Tsuna"
339,25/02/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Votes,2,2,2,FALSE,,"Flonflon, Baout",1405,2400,"58,54%","Ponce, Bytell, Khalen, Lutti, Monodie, Craco, Flonflon, ClydeCreator, Miraaaaaah, Baout, Mathy, BoccA, Tsuna"
340,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,3,2,TRUE,Idiot du Village,"Ponce, Anaee, Monodie, Arkantors, Tsuna, Miraaaaaah, BoccA, Flonflon, Craco, Poachimpa",2400,2400,"100,00%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
341,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,1,1,FALSE,,"Arkantors, BoccA",1715,2500,"68,60%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
342,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,5,0,FALSE,,"Anaee, Monodie, Arkantors, Khalen, Miraaaaaah, BoccA, ClydeCreator, Lutti, Craco, Poachimpa",2210,2500,"88,40%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
343,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,3,1,FALSE,,"Anaee, Monodie, Arkantors, Tsuna, Mathy, BoccA, ClydeCreator, Lutti, Flonflon, Baout",2505,2500,"100,20%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
344,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Votes,3,1,2,FALSE,Idiot du Village,"Monodie, Mathy",1960,2800,"70,00%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
345,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Vengeance,3,4,0,FALSE,,"Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, BoccA, Lutti, Craco",1380,2800,"49,29%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
346,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,1,2,2,FALSE,,"Baout, Lutti",570,2800,"20,36%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
347,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,5,4,0,FALSE,,"Ponce, Anaee, Monodie, Arkantors, Khalen, Miraaaaaah, BoccA, Flonflon, Baout, Craco",2060,2400,"85,83%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
348,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,1,3,2,TRUE,,Monodie,530,2400,"22,08%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
349,04/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,3,0,FALSE,Idiot du Village,"Ponce, Anaee, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, Lutti, Poachimpa",1910,2800,"68,21%","Ponce, Anaee, Monodie, Arkantors, Tsuna, Khalen, Mathy, Miraaaaaah, BoccA, ClydeCreator, Lutti, Flonflon, Baout, Craco, Poachimpa"
350,11/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,5,0,FALSE,Idiot du Village,"Monodie, Kao, Khalen, Arkantors, Baout, Miraaaaaah, Noamouille, Cyldhur, Reivil, Poachimpa",1490,2500,"59,60%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Heimdalle, Noamouille, Cyldhur, Reivil, Poachimpa"
351,11/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,3,6,2,TRUE,Idiot du Village,"Ponce, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, Cyldhur, Poachimpa",2500,2500,"100,00%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Heimdalle, Noamouille, Cyldhur, Reivil, Poachimpa"
352,11/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,2,3,2,FALSE,,Kao,1290,3000,"43,00%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Heimdalle, Noamouille, Cyldhur, Reivil, Poachimpa"
353,11/03/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,2,1,FALSE,,"Ponce, Kao, Khalen, Kyria, Baout, Miraaaaaah, Heimdalle, Noamouille, Reivil, Poachimpa",3005,3000,"100,17%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Heimdalle, Noamouille, Cyldhur, Reivil, Poachimpa"
354,11/03/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,2,2,FALSE,Idiot du Village,"Ponce, Khalen, Arkantors, Kyria, Baout, ClydeCreator, Cyldhur, Reivil, Poachimpa",3000,3000,"100,00%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Noamouille, Cyldhur, Reivil, Poachimpa"
355,11/03/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,3,0,FALSE,Idiot du Village,"Monodie, Kao, Arkantors, Anaee, Kyria, Baout, ClydeCreator, Cyldhur, Poachimpa",1175,3000,"39,17%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Noamouille, Cyldhur, Reivil, Poachimpa"
356,11/03/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,3,0,FALSE,,"Ponce, Monodie, Arkantors, Anaee, Kyria, Baout, ClydeCreator, Reivil, Poachimpa",2350,3000,"78,33%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Noamouille, Cyldhur, Reivil, Poachimpa"
357,11/03/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,7,1,FALSE,Idiot du Village,"Ponce, Monodie, Kao, Khalen, Arkantors, Baout, ClydeCreator, Reivil, Poachimpa",3020,3000,"100,67%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Noamouille, Cyldhur, Reivil, Poachimpa"
358,11/03/2025,lien,TRUE,13,2,TRUE,FALSE,Idiot du Village,Villageois,Tir du Chasseur,4,8,1,FALSE,Idiot du Village,"Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, ClydeCreator, Cyldhur, Reivil",2065,2500,"82,60%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Cyldhur, Reivil, Poachimpa"
359,11/03/2025,lien,TRUE,13,2,TRUE,FALSE,Idiot du Village,Villageois,Votes,4,4,0,FALSE,,"Ponce, Monodie, Kao, Khalen, Kyria, ClydeCreator, Cyldhur, Reivil, Poachimpa",2025,2500,"81,00%","Ponce, Monodie, Kao, Khalen, Arkantors, Anaee, Kyria, Baout, Miraaaaaah, ClydeCreator, Cyldhur, Reivil, Poachimpa"
360,01/04/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,1,1,FALSE,,"BoccA, Baout",2255,2500,"90,20%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee"
361,01/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,6,0,FALSE,Idiot du Village,"Ponce, Lutti, BoccA, Khalen, Tsuna, Monodie, ClydeCreator, Anaee, Kao",1660,2500,"66,40%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao"
